,ElemSymbol,AtNum,Charge,Wavelength,IntIlab,Aki,Ei,Ek,gi,gk,IntAtomtrace,Source
1498,Pu,94,1,383.55,921.0,,,,,,,Ilab
1499,Dy,66,2,383.65,774.0,,,,,,,Ilab
1500,Zr,40,2,383.68,717.0,,,,,,,Ilab
1501,Ho,67,2,383.75,717.0,,,,,,,Ilab
1502,Tm,69,2,383.82,717.0,,,,,,,Ilab
1503,Mg,12,1,383.83,369.0,,,,,,,Ilab
1504,Tb,65,2,384.25,682.0,,,,,,,Ilab
1505,Pm,61,2,384.3,570.0,,,,,,,Ilab
1506,F,9,2,384.71,560.0,,,,,,,Ilab
1507,Tm,69,2,384.8,909.0,,,,,,,Ilab
1508,Tb,65,2,384.87,822.0,,,,,,,Ilab
1509,La,57,2,384.9,738.0,,,,,,,Ilab
1510,F,9,2,385.0,556.0,,,,,,,Ilab
1511,Pu,94,1,385.1,921.0,,,,,,,Ilab
1512,F,9,2,385.17,552.0,,,,,,,Ilab
1513,Pu,94,1,385.18,921.0,,,,,,,Ilab
1514,Ho,67,2,385.41,750.0,,,,,,,Ilab
1515,Ce,58,2,385.42,709.0,,,,,,,Ilab
1516,Sm,62,2,385.42,790.0,,,,,,,Ilab
1517,U,92,2,385.46,778.0,,,,,,,Ilab
1518,Rh,45,1,385.65,868.0,,,,,,,Ilab
1519,U,92,2,385.96,850.0,,,,,,,Ilab
1520,Ho,67,2,386.17,790.0,,,,,,,Ilab
1521,Ac,89,2,386.31,760.0,,,,,,,Ilab
1522,Nd,60,2,386.33,822.0,,,,,,,Ilab
1523,Mo,42,1,386.41,1028.0,,,,,,,Ilab
1524,Be,4,1,386.51,110.0,,,,,,,Ilab
1525,La,57,2,387.16,813.0,,,,,,,Ilab
1526,Dy,66,2,387.21,885.0,,,,,,,Ilab
1527,Tb,65,2,387.42,816.0,,,,,,,Ilab
1528,Pr,59,2,387.62,617.0,,,,,,,Ilab
1529,Lu,71,2,387.66,627.0,,,,,,,Ilab
1530,Pr,59,2,387.72,744.0,,,,,,,Ilab
1531,Pm,61,2,387.76,668.0,,,,,,,Ilab
1532,Pu,94,1,387.85,921.0,,,,,,,Ilab
1533,U,92,2,388.14,691.0,,,,,,,Ilab
1534,Ce,58,2,388.24,731.0,,,,,,,Ilab
1535,Er,68,2,388.29,709.0,,,,,,,Ilab
1536,Sm,62,2,388.53,822.0,,,,,,,Ilab
1537,La,57,2,388.64,744.0,,,,,,,Ilab
1538,He,2,1,388.86,621.0,,,,,,,Ilab
1539,Ho,67,2,388.9,801.0,,,,,,,Ilab
1540,U,92,2,389.04,770.0,,,,,,,Ilab
1541,Ho,67,2,389.1,947.0,,,,,,,Ilab
1542,Ba,56,2,389.18,621.0,,,,,,,Ilab
1543,Pm,61,2,389.22,691.0,,,,,,,Ilab
1544,Pu,94,1,389.59,921.0,,,,,,,Ilab
1545,Dy,66,2,389.85,867.0,,,,,,,Ilab
1546,Tb,65,2,389.92,778.0,,,,,,,Ilab
1547,Pm,61,2,389.98,599.0,,,,,,,Ilab
1548,Si,14,1,390.55,570.0,,,,,,,Ilab
1549,Ho,67,2,390.57,717.0,,,,,,,Ilab
1550,Er,68,2,390.63,931.0,,,,,,,Ilab
1551,Eu,63,2,390.71,1024.0,,,,,,,Ilab
1552,Sc,21,1,390.75,195.0,,,,,,,Ilab
1553,Pr,59,1,390.84,-100.0,,,,,,,Ilab
1554,Pm,61,2,391.03,691.0,,,,,,,Ilab
1555,Sc,21,1,391.18,195.0,,,,,,,Ilab
1556,Li,3,1,391.54,300.0,,,,,,,Ilab
1557,La,57,2,391.6,717.0,,,,,,,Ilab
1558,Gd,64,2,391.65,770.0,,,,,,,Ilab
1559,Pr,59,2,391.88,717.0,,,,,,,Ilab
1560,Pm,61,2,391.91,691.0,,,,,,,Ilab
1561,La,57,2,392.15,700.0,,,,,,,Ilab
1562,Tb,65,2,392.54,663.0,,,,,,,Ilab
1563,Pr,59,2,392.55,687.0,,,,,,,Ilab
1564,La,57,2,392.92,770.0,,,,,,,Ilab
1565,Eu,63,2,393.05,1037.0,,,,,,,Ilab
1566,U,92,2,393.2,760.0,,,,,,,Ilab
1567,Ca,20,2,393.37,544.0,,,,,,,Ilab
1568,Pm,61,2,393.65,668.0,,,,,,,Ilab
1569,Er,68,2,393.86,765.0,,,,,,,Ilab
1570,Nd,60,2,394.15,760.0,,,,,,,Ilab
1571,Al,13,1,394.4,318.0,,,,,,,Ilab
1572,Pm,61,2,394.42,570.0,,,,,,,Ilab
1573,Dy,66,2,394.47,921.0,,,,,,,Ilab
1574,Tc,43,1,394.66,829.0,,,,,,,Ilab
1575,Y,39,2,395.03,839.0,,,,,,,Ilab
1576,Nd,60,2,395.12,760.0,,,,,,,Ilab
1577,Ce,58,2,395.25,804.0,,,,,,,Ilab
1578,Pr,59,2,395.35,680.0,,,,,,,Ilab
1579,Pm,61,2,395.77,691.0,,,,,,,Ilab
1580,Tm,69,2,395.81,731.0,,,,,,,Ilab
1581,Zr,40,2,395.82,685.0,,,,,,,Ilab
1582,Rh,45,1,395.89,824.0,,,,,,,Ilab
1583,Al,13,1,396.15,326.0,,,,,,,Ilab
1584,Pr,59,2,396.48,738.0,,,,,,,Ilab
1585,Pr,59,1,396.52,-100.0,,,,,,,Ilab
1586,Ca,20,2,396.85,539.0,,,,,,,Ilab
1587,Eu,63,2,397.2,1031.0,,,,,,,Ilab
1588,Tb,65,2,397.68,770.0,,,,,,,Ilab
1589,Dy,66,2,397.86,790.0,,,,,,,Ilab
1590,Pm,61,2,398.07,621.0,,,,,,,Ilab
1591,Tb,65,2,398.19,750.0,,,,,,,Ilab
1592,Pr,59,1,398.2,-100.0,,,,,,,Ilab
1593,Y,39,2,398.26,819.0,,,,,,,Ilab
1594,Tc,43,1,398.5,921.0,,,,,,,Ilab
1595,Li,3,1,398.55,230.0,,,,,,,Ilab
1596,U,92,2,398.58,709.0,,,,,,,Ilab
1597,Zr,40,2,399.11,665.0,,,,,,,Ilab
1598,Pr,59,2,399.48,738.0,,,,,,,Ilab
1599,Pm,61,2,399.5,570.0,,,,,,,Ilab
1600,La,57,2,399.58,819.0,,,,,,,Ilab
1601,Pm,61,2,399.9,691.0,,,,,,,Ilab
1602,Dy,66,2,400.04,899.0,,,,,,,Ilab
1603,Ce,58,2,400.38,681.0,,,,,,,Ilab
1604,Pr,59,2,400.47,659.0,,,,,,,Ilab
1605,Tb,65,2,400.55,755.0,,,,,,,Ilab
1606,Pr,59,2,400.87,755.0,,,,,,,Ilab
1607,Pm,61,2,401.0,621.0,,,,,,,Ilab
1608,Pr,59,2,401.06,643.0,,,,,,,Ilab
1609,Eu,63,2,401.17,519.0,,,,,,,Ilab
1610,Nd,60,2,401.22,822.0,,,,,,,Ilab
1611,Ce,58,2,401.24,790.0,,,,,,,Ilab
1612,Th,90,2,401.91,990.0,,,,,,,Ilab
1613,Sc,21,1,402.04,195.0,,,,,,,Ilab
1614,Sc,21,1,402.37,195.0,,,,,,,Ilab
1615,F,9,2,402.47,548.0,,,,,,,Ilab
1616,F,9,2,402.55,544.0,,,,,,,Ilab
1617,Mn,25,1,403.08,1020.0,,,,,,,Ilab
1618,Tc,43,1,403.16,990.0,,,,,,,Ilab
1619,La,57,2,403.17,794.0,,,,,,,Ilab
1620,Ga,31,1,403.3,139.0,,,,,,,Ilab
1621,Mn,25,1,403.31,985.0,,,,,,,Ilab
1622,Mn,25,1,403.45,931.0,,,,,,,Ilab
1623,Ce,58,2,404.08,765.0,,,,,,,Ilab
1624,Mn,25,1,404.14,863.0,,,,,,,Ilab
1625,Ce,58,2,404.26,681.0,,,,,,,Ilab
1626,La,57,2,404.29,801.0,,,,,,,Ilab
1627,Ho,67,2,404.54,859.0,,,,,,,Ilab
1628,Fe,26,1,404.58,1382.0,,,,,,,Ilab
1629,Tc,43,1,404.91,921.0,,,,,,,Ilab
1630,U,92,2,405.0,738.0,,,,,,,Ilab
1631,Pm,61,2,405.15,570.0,,,,,,,Ilab
1632,Ho,67,1,405.39,900.0,,,,,,,Ilab
1633,Pm,61,2,405.52,640.0,,,,,,,Ilab
1634,Pr,59,2,405.65,770.0,,,,,,,Ilab
1635,Pb,82,1,405.78,1146.0,,,,,,,Ilab
1636,Nb,41,1,405.89,968.0,,,,,,,Ilab
1637,Nd,60,2,406.11,846.0,,,,,,,Ilab
1638,Cu,29,1,406.26,760.0,,,,,,,Ilab
1639,Pr,59,2,406.28,813.0,,,,,,,Ilab
1640,Gd,64,2,406.34,755.0,,,,,,,Ilab
1641,Ho,67,2,406.51,744.0,,,,,,,Ilab
1642,Ce,58,2,407.18,700.0,,,,,,,Ilab
1643,Ce,58,2,407.35,750.0,,,,,,,Ilab
1644,Pm,61,2,407.58,640.0,,,,,,,Ilab
1645,La,57,2,407.74,794.0,,,,,,,Ilab
1646,Sr,38,2,407.77,599.0,,,,,,,Ilab
1647,Dy,66,2,407.8,891.0,,,,,,,Ilab
1648,Pm,61,2,408.61,621.0,,,,,,,Ilab
1649,Ac,89,2,408.84,801.0,,,,,,,Ilab
1650,Tc,43,1,408.87,921.0,,,,,,,Ilab
1651,U,92,2,409.01,770.0,,,,,,,Ilab
1652,Tc,43,1,409.57,962.0,,,,,,,Ilab
1653,In,49,1,410.17,974.0,,,,,,,Ilab
1654,Dy,66,2,410.33,827.0,,,,,,,Ilab
1655,Ho,67,1,410.38,909.0,,,,,,,Ilab
1656,Nd,60,2,410.95,782.0,,,,,,,Ilab
1657,Tc,43,1,411.51,921.0,,,,,,,Ilab
1658,U,92,2,411.61,670.0,,,,,,,Ilab
1659,Th,90,2,411.67,841.0,,,,,,,Ilab
1660,Ce,58,2,411.81,665.0,,,,,,,Ilab
1661,Pr,59,2,411.85,744.0,,,,,,,Ilab
1662,Sm,62,2,411.86,755.0,,,,,,,Ilab
1663,La,57,2,412.32,839.0,,,,,,,Ilab
1664,Tc,43,1,412.42,899.0,,,,,,,Ilab
1665,Ce,58,2,412.74,689.0,,,,,,,Ilab
1666,Eu,63,2,412.97,1040.0,,,,,,,Ilab
1667,Ba,56,2,413.06,681.0,,,,,,,Ilab
1668,Pu,94,1,413.3,921.0,,,,,,,Ilab
1669,Pu,94,1,414.0,921.0,,,,,,,Ilab
1670,Pr,59,2,414.12,731.0,,,,,,,Ilab
1671,Ce,58,2,414.24,665.0,,,,,,,Ilab
1672,Pr,59,2,414.31,790.0,,,,,,,Ilab
1673,Tb,65,2,414.44,700.0,,,,,,,Ilab
1674,Tc,43,1,414.5,870.0,,,,,,,Ilab
1675,Ce,58,2,414.5,651.0,,,,,,,Ilab
1676,Ce,58,2,414.98,604.0,,,,,,,Ilab
1677,Pu,94,1,415.11,921.0,,,,,,,Ilab
1678,Ce,58,2,415.2,724.0,,,,,,,Ilab
1679,La,57,2,415.2,700.0,,,,,,,Ilab
1680,Nd,60,2,415.61,801.0,,,,,,,Ilab
1681,Tc,43,1,416.56,921.0,,,,,,,Ilab
1682,Ce,58,2,416.56,717.0,,,,,,,Ilab
1683,Ba,56,2,416.6,463.0,,,,,,,Ilab
1684,Ac,89,2,416.84,801.0,,,,,,,Ilab
1685,Po,84,1,417.05,709.0,,,,,,,Ilab
1686,U,92,2,417.16,724.0,,,,,,,Ilab
1687,Ga,31,1,417.2,161.0,,,,,,,Ilab
1688,Y,39,2,417.75,899.0,,,,,,,Ilab
1689,Pr,59,2,417.94,856.0,,,,,,,Ilab
1690,Ac,89,1,418.0,461.0,,,,,,,Ilab
1691,Xe,54,2,418.01,691.0,,,,,,,Ilab
1692,Ac,89,1,418.31,300.0,,,,,,,Ilab
1693,Pm,61,2,419.29,570.0,,,,,,,Ilab
1694,Ac,89,1,419.44,300.0,,,,,,,Ilab
1695,La,57,2,419.66,731.0,,,,,,,Ilab
1696,Rb,37,1,420.18,691.0,,,,,,,Ilab
1697,Ce,58,2,420.29,681.0,,,,,,,Ilab
1698,Eu,63,2,420.5,1100.0,,,,,,,Ilab
1699,Pu,94,1,420.65,921.0,,,,,,,Ilab
1700,Pu,94,1,420.82,921.0,,,,,,,Ilab
1701,Th,90,2,420.89,807.0,,,,,,,Ilab
1702,Rb,37,1,421.55,621.0,,,,,,,Ilab
1703,Sr,38,2,421.55,570.0,,,,,,,Ilab
1704,Ce,58,2,422.26,731.0,,,,,,,Ilab
1705,Pr,59,2,422.29,824.0,,,,,,,Ilab
1706,Pr,59,2,422.54,824.0,,,,,,,Ilab
1707,Fr,87,1,422.57,-100.0,,,,,,,Ilab
1708,Ca,20,1,422.67,391.0,,,,,,,Ilab
1709,Nd,60,2,423.24,717.0,,,,,,,Ilab
1710,Tc,43,1,423.82,852.0,,,,,,,Ilab
1711,Sc,21,2,424.68,248.0,,,,,,,Ilab
1712,Ce,58,2,424.87,700.0,,,,,,,Ilab
1713,Cr,24,1,425.44,782.0,,,,,,,Ilab
1714,Sm,62,2,425.64,765.0,,,,,,,Ilab
1715,Pu,94,1,426.19,921.0,,,,,,,Ilab
1716,Gd,64,1,426.21,738.0,,,,,,,Ilab
1717,Tc,43,1,426.23,921.0,,,,,,,Ilab
1718,Sm,62,2,426.27,717.0,,,,,,,Ilab
1719,C,6,2,426.7,668.0,,,,,,,Ilab
1720,C,6,2,426.73,691.0,,,,,,,Ilab
1721,La,57,2,426.95,617.0,,,,,,,Ilab
1722,Fe,26,1,427.18,1335.0,,,,,,,Ilab
1723,Cr,24,1,427.48,782.0,,,,,,,Ilab
1724,Sm,62,2,428.08,770.0,,,,,,,Ilab
1725,Ca,20,1,428.3,318.0,,,,,,,Ilab
1726,La,57,2,428.7,640.0,,,,,,,Ilab
1727,Ca,20,1,428.94,309.0,,,,,,,Ilab
1728,Cr,24,1,428.97,777.0,,,,,,,Ilab
1729,W,74,1,429.46,668.0,,,,,,,Ilab
1730,Tc,43,1,429.71,921.0,,,,,,,Ilab
1731,Pr,59,1,429.78,-100.0,,,,,,,Ilab
1732,Pm,61,2,429.78,640.0,,,,,,,Ilab
1733,Ca,20,1,429.9,309.0,,,,,,,Ilab
1734,Ca,20,1,430.25,322.0,,,,,,,Ilab
1735,Nd,60,2,430.36,859.0,,,,,,,Ilab
1736,Sr,38,2,430.54,369.0,,,,,,,Ilab
1737,Ca,20,1,430.77,314.0,,,,,,,Ilab
1738,Rn,86,1,430.78,438.0,,,,,,,Ilab
1739,Y,39,2,430.96,794.0,,,,,,,Ilab
1740,Ca,20,1,431.86,309.0,,,,,,,Ilab
1741,Sm,62,2,431.89,755.0,,,,,,,Ilab
1742,Sc,21,2,432.07,271.0,,,,,,,Ilab
1743,Sc,21,2,432.5,256.0,,,,,,,Ilab
1744,Fr,87,1,432.54,-100.0,,,,,,,Ilab
1745,Nd,60,2,432.58,700.0,,,,,,,Ilab
1746,Sm,62,2,432.9,750.0,,,,,,,Ilab
1747,Xe,54,2,433.05,691.0,,,,,,,Ilab
1748,Pm,61,2,433.65,570.0,,,,,,,Ilab
1749,Ra,88,2,434.06,461.0,,,,,,,Ilab
1750,Pm,61,2,434.21,570.0,,,,,,,Ilab
1751,W,74,2,434.81,469.0,,,,,,,Ilab
1752,Rn,86,1,434.96,461.0,,,,,,,Ilab
1753,La,57,2,435.44,631.0,,,,,,,Ilab
1754,Eu,63,2,435.51,548.0,,,,,,,Ilab
1755,Kr,36,2,435.55,801.0,,,,,,,Ilab
1756,Hg,80,1,435.83,939.0,,,,,,,Ilab
1757,U,92,1,436.2,606.0,,,,,,,Ilab
1758,U,92,1,437.26,-100.0,,,,,,,Ilab
1759,Sc,21,2,437.45,277.0,,,,,,,Ilab
1760,Rh,45,1,437.48,834.0,,,,,,,Ilab
1761,Y,39,2,437.49,939.0,,,,,,,Ilab
1762,V,23,1,437.92,939.0,,,,,,,Ilab
1763,Ce,58,2,438.22,681.0,,,,,,,Ilab
1764,Fe,26,1,438.35,1186.0,,,,,,,Ilab
1765,Ac,89,1,438.45,300.0,,,,,,,Ilab
1766,Ac,89,2,438.64,691.0,,,,,,,Ilab
1767,Ce,58,1,438.67,-100.0,,,,,,,Ilab
1768,Sm,62,2,439.09,738.0,,,,,,,Ilab
1769,Ac,89,1,439.67,300.0,,,,,,,Ilab
1770,Y,39,2,439.8,750.0,,,,,,,Ilab
1771,Fe,26,1,440.48,1360.0,,,,,,,Ilab
1772,Pu,94,1,440.49,921.0,,,,,,,Ilab
1773,Fe,26,1,441.51,1257.0,,,,,,,Ilab
1774,Sc,21,2,441.55,230.0,,,,,,,Ilab
1775,Pm,61,2,441.8,691.0,,,,,,,Ilab
1776,Ce,58,2,441.88,689.0,,,,,,,Ilab
1777,Sm,62,2,442.11,687.0,,,,,,,Ilab
1778,Sm,62,2,442.43,797.0,,,,,,,Ilab
1779,Ca,20,1,442.54,322.0,,,,,,,Ilab
1780,La,57,2,442.99,760.0,,,,,,,Ilab
1781,Pm,61,2,443.25,599.0,,,,,,,Ilab
1782,Ca,20,1,443.5,326.0,,,,,,,Ilab
1783,Eu,63,2,443.56,955.0,,,,,,,Ilab
1784,Ca,20,1,443.57,322.0,,,,,,,Ilab
1785,Kr,36,2,443.68,640.0,,,,,,,Ilab
1786,Pm,61,2,444.54,621.0,,,,,,,Ilab
1787,Pm,61,2,444.69,640.0,,,,,,,Ilab
1788,Ce,58,2,444.93,665.0,,,,,,,Ilab
1789,Pr,59,2,444.98,659.0,,,,,,,Ilab
1790,Sm,62,2,445.27,717.0,,,,,,,Ilab
1791,Pm,61,2,445.4,668.0,,,,,,,Ilab
1792,Sm,62,2,445.46,709.0,,,,,,,Ilab
1793,Ca,20,1,445.48,340.0,,,,,,,Ilab
1794,Ca,20,1,445.59,333.0,,,,,,,Ilab
1795,Ca,20,1,445.66,300.0,,,,,,,Ilab
1796,Xe,54,2,446.22,691.0,,,,,,,Ilab
1797,Ac,89,1,446.27,300.0,,,,,,,Ilab
1798,Ce,58,2,447.12,724.0,,,,,,,Ilab
1799,He,2,1,447.15,530.0,,,,,,,Ilab
1800,U,92,2,447.23,640.0,,,,,,,Ilab
1801,Pm,61,2,447.32,570.0,,,,,,,Ilab
1802,Kr,36,2,447.5,668.0,,,,,,,Ilab
1803,Ce,58,2,448.69,673.0,,,,,,,Ilab
1804,Po,84,1,449.32,668.0,,,,,,,Ilab
1805,Pr,59,2,449.65,700.0,,,,,,,Ilab
1806,Pm,61,2,450.02,640.0,,,,,,,Ilab
1807,Ac,89,2,450.72,691.0,,,,,,,Ilab
1808,In,49,1,451.13,980.0,,,,,,,Ilab
1809,Tc,43,1,452.28,921.0,,,,,,,Ilab
1810,Pm,61,2,452.52,640.0,,,,,,,Ilab
1811,Pm,61,2,452.92,668.0,,,,,,,Ilab
1812,Pu,94,2,453.62,921.0,,,,,,,Ilab
1813,Sm,62,2,453.8,657.0,,,,,,,Ilab
1814,U,92,2,454.36,643.0,,,,,,,Ilab
1815,Ti,22,1,454.88,813.0,,,,,,,Ilab
1816,Ti,22,2,454.96,761.0,,,,,,,Ilab
1817,Ba,56,2,455.4,914.0,,,,,,,Ilab
1818,Cs,55,1,455.53,-100.0,,,,,,,Ilab
1819,Ce,58,2,456.24,765.0,,,,,,,Ilab
1820,Ti,22,2,456.38,696.0,,,,,,,Ilab
1821,Ce,58,2,457.23,700.0,,,,,,,Ilab
1822,Be,4,1,457.27,340.0,,,,,,,Ilab
1823,Kr,36,2,457.72,668.0,,,,,,,Ilab
1824,Cs,55,1,459.32,-100.0,,,,,,,Ilab
1825,Eu,63,1,459.4,931.0,,,,,,,Ilab
1826,Cs,55,2,460.38,1612.0,,,,,,,Ilab
1827,Ac,89,2,460.54,621.0,,,,,,,Ilab
1828,Sr,38,1,460.73,1028.0,,,,,,,Ilab
1829,Kr,36,2,461.92,691.0,,,,,,,Ilab
1830,Nd,60,1,462.19,570.0,,,,,,,Ilab
1831,U,92,2,462.71,548.0,,,,,,,Ilab
1832,Kr,36,2,463.39,668.0,,,,,,,Ilab
1833,Nd,60,1,463.42,623.0,,,,,,,Ilab
1834,Kr,36,2,465.89,760.0,,,,,,,Ilab
1835,Eu,63,1,466.19,902.0,,,,,,,Ilab
1836,Pm,61,1,466.52,599.0,,,,,,,Ilab
1837,Sm,62,2,467.46,700.0,,,,,,,Ilab
1838,Sm,62,2,467.69,652.0,,,,,,,Ilab
1839,Cd,48,1,467.81,530.0,,,,,,,Ilab
1840,Zn,30,1,468.01,570.0,,,,,,,Ilab
1841,Ra,88,2,468.22,461.0,,,,,,,Ilab
1842,Nd,60,1,468.34,574.0,,,,,,,Ilab
1843,Sm,62,2,470.44,627.0,,,,,,,Ilab
1844,Ac,89,1,471.66,230.0,,,,,,,Ilab
1845,Nd,60,1,471.9,548.0,,,,,,,Ilab
1846,Ac,89,2,472.02,599.0,,,,,,,Ilab
1847,Zn,30,1,472.22,599.0,,,,,,,Ilab
1848,Sr,38,1,472.23,738.0,,,,,,,Ilab
1849,Yb,70,2,472.61,525.0,,,,,,,Ilab
1850,Pm,61,1,472.84,680.0,,,,,,,Ilab
1851,U,92,2,473.16,479.0,,,,,,,Ilab
1852,Pm,61,1,473.43,668.0,,,,,,,Ilab
1853,Kr,36,2,473.9,801.0,,,,,,,Ilab
1854,La,57,2,474.03,621.0,,,,,,,Ilab
1855,Tc,43,1,474.06,921.0,,,,,,,Ilab
1856,Mn,25,1,475.4,691.0,,,,,,,Ilab
1857,Pm,61,1,475.9,668.0,,,,,,,Ilab
1858,Mn,25,1,476.24,662.0,,,,,,,Ilab
1859,Pm,61,1,476.26,655.0,,,,,,,Ilab
1860,Kr,36,2,476.57,691.0,,,,,,,Ilab
1861,C,6,1,477.17,530.0,,,,,,,Ilab
1862,Pm,61,1,477.35,655.0,,,,,,,Ilab
1863,Mn,25,1,478.34,685.0,,,,,,,Ilab
1864,Cl,17,2,479.46,1150.0,,,,,,,Ilab
1865,Pm,61,1,479.9,655.0,,,,,,,Ilab
1866,Cd,48,1,479.99,570.0,,,,,,,Ilab
1867,Pm,61,1,480.14,680.0,,,,,,,Ilab
1868,Zn,30,1,481.05,599.0,,,,,,,Ilab
1869,Pm,61,1,481.2,680.0,,,,,,,Ilab
1870,Tc,43,1,482.07,921.0,,,,,,,Ilab
1871,Mn,25,1,482.35,691.0,,,,,,,Ilab
1872,Cs,55,2,483.02,1473.0,,,,,,,Ilab
1873,Kr,36,2,483.21,668.0,,,,,,,Ilab
1874,Pm,61,1,483.77,668.0,,,,,,,Ilab
1875,Xe,54,2,484.43,760.0,,,,,,,Ilab
1876,Kr,36,2,484.66,655.0,,,,,,,Ilab
1877,Tc,43,1,485.36,990.0,,,,,,,Ilab
1878,Pm,61,1,486.07,655.0,,,,,,,Ilab
1879,H,1,1,486.14,1210.0,,,,,,,Ilab
1880,Pm,61,1,486.57,621.0,,,,,,,Ilab
1881,Tc,43,1,486.67,921.0,,,,,,,Ilab
1882,Y,39,2,488.37,755.0,,,,,,,Ilab
1883,Nd,60,1,488.38,586.0,,,,,,,Ilab
1884,Fe,26,1,489.08,1097.0,,,,,,,Ilab
1885,Fe,26,1,489.15,1167.0,,,,,,,Ilab
1886,Tc,43,1,489.19,899.0,,,,,,,Ilab
1887,Pm,61,1,489.25,655.0,,,,,,,Ilab
1888,Cl,17,2,489.68,1130.0,,,,,,,Ilab
1889,Nd,60,1,489.69,563.0,,,,,,,Ilab
1890,La,57,2,489.99,675.0,,,,,,,Ilab
1891,Ba,56,2,489.99,561.0,,,,,,,Ilab
1892,Y,39,2,490.01,700.0,,,,,,,Ilab
1893,Fe,26,1,492.05,1218.0,,,,,,,Ilab
1894,Nd,60,1,492.45,615.0,,,,,,,Ilab
1895,Pm,61,1,493.3,640.0,,,,,,,Ilab
1896,Ba,56,2,493.41,884.0,,,,,,,Ilab
1897,Nd,60,1,494.48,556.0,,,,,,,Ilab
1898,Cs,55,2,495.29,1512.0,,,,,,,Ilab
1899,Nd,60,1,495.48,567.0,,,,,,,Ilab
1900,Fe,26,1,495.73,1110.0,,,,,,,Ilab
1901,Fe,26,1,495.76,1259.0,,,,,,,Ilab
1902,Pm,61,1,495.95,655.0,,,,,,,Ilab
1903,Ti,22,2,498.14,-100.0,,,,,,,Ilab
1904,Ti,22,1,498.17,955.0,,,,,,,Ilab
1905,Pm,61,1,499.71,621.0,,,,,,,Ilab
1906,Tm,69,2,503.42,508.0,,,,,,,Ilab
1907,Pr,59,2,503.44,560.0,,,,,,,Ilab
1908,Cs,55,2,504.38,1481.0,,,,,,,Ilab
1909,C,6,1,505.22,530.0,,,,,,,Ilab
1910,W,74,1,505.33,599.0,,,,,,,Ilab
1911,Pm,61,1,505.83,570.0,,,,,,,Ilab
1912,Xe,54,2,508.06,640.0,,,,,,,Ilab
1913,Cd,48,1,508.58,691.0,,,,,,,Ilab
1914,Pm,61,1,509.48,599.0,,,,,,,Ilab
1915,Tc,43,1,509.63,852.0,,,,,,,Ilab
1916,Pm,61,1,510.08,599.0,,,,,,,Ilab
1917,Cu,29,1,510.55,731.0,,,,,,,Ilab
1918,La,57,2,511.46,615.0,,,,,,,Ilab
1919,La,57,2,512.3,615.0,,,,,,,Ilab
1920,Pm,61,1,512.73,599.0,,,,,,,Ilab
1921,Pr,59,2,512.95,602.0,,,,,,,Ilab
1922,C,6,2,514.52,635.0,,,,,,,Ilab
1923,Pm,61,1,514.63,621.0,,,,,,,Ilab
1924,Cu,29,1,515.32,760.0,,,,,,,Ilab
1925,Pm,61,2,515.39,599.0,,,,,,,Ilab
1926,Mg,12,1,516.73,374.0,,,,,,,Ilab
1927,Pm,61,2,516.97,570.0,,,,,,,Ilab
1928,Pm,61,2,517.16,621.0,,,,,,,Ilab
1929,Mg,12,1,517.27,378.0,,,,,,,Ilab
1930,La,57,2,518.34,675.0,,,,,,,Ilab
1931,Mg,12,1,518.36,381.0,,,,,,,Ilab
1932,Pr,59,2,519.13,530.0,,,,,,,Ilab
1933,Pm,61,2,519.4,570.0,,,,,,,Ilab
1934,Cr,24,1,520.45,868.0,,,,,,,Ilab
1935,Y,39,2,520.57,731.0,,,,,,,Ilab
1936,Cr,24,1,520.6,887.0,,,,,,,Ilab
1937,Pm,61,2,520.81,621.0,,,,,,,Ilab
1938,Cr,24,1,520.84,896.0,,,,,,,Ilab
1939,Ag,47,1,520.91,691.0,,,,,,,Ilab
1940,Cl,17,2,521.79,1093.0,,,,,,,Ilab
1941,Cu,29,1,521.82,782.0,,,,,,,Ilab
1942,Cs,55,2,522.7,1583.0,,,,,,,Ilab
1943,Pm,61,2,523.63,621.0,,,,,,,Ilab
1944,Pm,61,2,523.67,570.0,,,,,,,Ilab
1945,Pm,61,2,524.63,599.0,,,,,,,Ilab
1946,Cs,55,2,524.94,1488.0,,,,,,,Ilab
1947,Ca,20,1,526.17,309.0,,,,,,,Ilab
1948,Ca,20,1,526.22,314.0,,,,,,,Ilab
1949,Ca,20,1,526.42,309.0,,,,,,,Ilab
1950,Ca,20,1,526.56,318.0,,,,,,,Ilab
1951,Ca,20,1,527.03,322.0,,,,,,,Ilab
1952,Pm,61,2,527.06,621.0,,,,,,,Ilab
1953,Xe,54,2,529.22,691.0,,,,,,,Ilab
1954,Xe,54,2,531.39,668.0,,,,,,,Ilab
1955,Xe,54,2,533.93,691.0,,,,,,,Ilab
1956,Ca,20,1,534.95,330.0,,,,,,,Ilab
1957,Yb,70,2,535.29,501.0,,,,,,,Ilab
1958,K,19,1,535.96,264.0,,,,,,,Ilab
1959,Fe,26,1,538.34,1034.0,,,,,,,Ilab
1960,Cr,24,1,540.98,905.0,,,,,,,Ilab
1961,Xe,54,2,541.92,760.0,,,,,,,Ilab
1962,Cl,17,2,542.32,1150.0,,,,,,,Ilab
1963,Xe,54,2,543.9,599.0,,,,,,,Ilab
1964,Yb,70,2,544.93,369.0,,,,,,,Ilab
1965,S,16,2,545.38,330.0,,,,,,,Ilab
